|index|name|gubun|price|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
284|284|이코복스커피 가로수길점|카페|5900|아메리카노|카푸치노|카페라떼 / 바닐라라떼|카페모카|서울 강남구 압구정로10길 37|02-545-2010|09:00 - 22:00|국민지원금
285|285|달맞이 신사점|생선회|58250|참돔 + 대광어 초승달|달맞이 숙성회 초승달|참돔 + 대방어|달맞이숙성회 반달|서울 강남구 강남대로154길 21|010-4849-1081|17:00 - 새벽 02:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
286|286|르 사이트|카페|3750|아메리카노|카페라떼|바닐라 까눌레|버터리 레몬 마들렌|서울 강남구 도산대로11길 22|0507-1320-0343|09:30 - 22:00|단체석, 포장, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설
287|287|야키토리 요이사|이자카야|5750|네기마|무가라아게|세세리(닭목살)|미소치즈|서울 강남구 논현로175길 101|0507-1473-2307|17:00 - 24:00|예약
288|288|막이오름 가로수길점|요리주점|26550|[인기]우삼겹떡볶이+눈꽃베이컨감자전(20cm)+치즈볼+|크림바지락술찜+페퍼로니&할라피뇨김치전(20cm)|매콤해물토마토스튜+바싹불고기파전(20cm)|[추천]마라어묵탕+카레닭똥집튀김+파인애플샤베트|서울 강남구 가로수길 10 2층|02-544-3864|16:30 - 23:00|단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
289|289|가디록|이탈리아음식|69250|Lunch Course|Dinner Course|none|none|서울 강남구 도산대로45길 18-4 2층|0507-1404-6815|12:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
290|290|스시유키|초밥,롤|105000|런치 카운터 오마카세|디너 카운터 오마카세|런치 룸 오마카세|런치 프라이빗룸 오마카세|서울 강남구 논현로164길 25|0507-1401-2534|12:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
291|291|79파운야드 도산공원점|베이커리|5600|스크류 탱탱볼|캔디 탱탱볼|쌍쌍 탱탱볼|스크류탱탱 크로볼|서울 강남구 선릉로153길 32 1층(지번) 신사동 647-24|02-544-5332|11:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷
292|292|e청우참치|생선회|20000|참치회 특 1인|공기초밥|소주|맥주|서울 강남구 강남대로156길 18 1층(지번) 신사동 511-6|02-549-8356|16:00 - 22:00|단체석, 예약, 무선 인터넷, 국민지원금
293|293|JS가든 압구정점|중식당|72250|북경오리|목화솜탕수육 (S)|사천식닭날개 (S)|금사오룡 (S)|서울 강남구 언주로174길 13 미소빌딩 2층(지번) 신사동 638-9|0504-1400-4677|11:30 - 22:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
294|294|OMG 게판5분전|요리주점|16000|크리스피수육|흑돼지 볶음|차돌 고추장찌개|차돌 수제비|서울 강남구 도산대로51길 39 1층(지번) 신사동 657-23|none|19:00 - 06:00|단체석, 발렛파킹, 반려동물 동반, 남/녀 화장실 구분
295|295|RPM|카페,디저트|5000|에스프레소|아메리카노|라떼|플랫화이트|서울 강남구 언주로172길 64 1층(지번) 신사동 663-20|02-544-5240|11:00 - 02:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
296|296|R카페|카페,디저트|12750|meal|단호박스프|옥수수스프|시저샐러드|서울 강남구 압구정로56길 26(지번) 신사동 664-17|02-511-6612|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
297|297|W가나|육류,고기요리|250000|W가나 오마카세|none|none|none|서울 강남구 도산대로49길 20 2층(지번) 신사동 653-19|070-8848-4341|17:00 - 22:00|단체석, 주차, 발렛파킹, 남/녀 화장실 구분
298|298|가담|중식당|41500|게살해물요리|고추탕수육|난자완스|가담정식 1인분|서울 강남구 언주로167길 35(지번) 신사동 608-8|02-545-5163|11:20 - 21:30|매장 내 식사
299|299|가드너아드리아|이탈리아음식|24250|성게알파스타|베라크루즈|돼지등심스테이크|리코타치즈 바닐라아이스크림|서울 강남구 압구정로46길 73 1층(지번) 신사동 648-20|02-549-4698|11:30 - 23:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분, 국민지원금
300|300|가로수길공감|이자카야|32250|공감 모듬 사시미|광어 연어 사시미|김치가츠나베|얼큰 차돌나베|"
서울 강남구 강남대로154길 41 1, 2층
(지번) 신사동 516-12
"|02-518-9799|16:00 - 02:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
301|301|가로수길생칼국수 신사점|칼국수,만두|8000|바지락칼국수|들깨수제비|새싹열무비빔밥|감자옹심이|"
서울 강남구 압구정로2길 46 강남상가 1층 19호
(지번) 신사동 510-11
"|02-512-6474|10:00 - 22:00|단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
302|302|가로수브루잉컴퍼니|맥주,호프|11500|필스너,신사라거,신사에일 500CC|치즈피자|페퍼로니 피자|감바스 알 아히요|"
서울 강남구 도산대로11길 31-4
(지번) 신사동 518-12
"|02-515-8962|16:00 - 24:00|주차, 포장, 무선 인터넷, 남/녀 화장실 구분
303|303|가온|한식|172333|온날 코스(점심)|온날 코스(저녁)|와인|화요|"
서울 강남구 도산대로 317 호림아트센터 M층
(지번) 신사동 651-27
"|02-545-9845|17:00 - 22:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 미쉐린 가이드 서울 2022
304|304|갓덴스시 신사점|초밥,롤|2850|녹색접시|빨강접시|보라접시|곤색접시|"
서울 강남구 강남대로152길 40
(지번) 신사동 537
"|0507-1421-1477|11:00 - 21:30|발렛파킹, 포장, 배달, 남/녀 화장실 구분
305|305|갓포마코토|일식당|49250|계절 모둠사시미|한우 스키야끼|한우 우니말이|우니비스크소스파스타|"
서울 강남구 언주로168길 5 지미안빌딩 2층
(지번) 신사동 635-4
"|0507-1319-9588|18:00 - 01:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
306|306|강남돌곱창|곱창,막창,양|23750|곱창|대창|양|양밥|"
서울 강남구 압구정로18길 17
(지번) 신사동 568-4
"|02-548-7225|14:00 - 24:00|단체석, 발렛파킹, 포장, 예약
307|307|개미집|요리주점|41000|매운갈낙찜|모짜렐라김치전|홍어삼합|제철 사시미|"
서울 강남구 압구정로 110 화인빌딩 1층
(지번) 신사동 528-4
"|02-541-5955|16:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
308|308|겟썸커피 신사점|카페,디저트|4700|더티카푸치노|애플크럼블아포가토|딸기스콘|애플시나몬스콘|"
서울 강남구 논현로159길 46-6 지하1층
(지번) 신사동 551-32
"|0507-1316-3619|10:00 - 21:00|포장, 반려동물 동반
309|309|경복궁불고기 압구정점|육류,고기요리|65000|양념갈비 세트|한우 꽃등심 코스|생갈비|생등심 세트|"
서울 강남구 압구정로30길 51 I.S.A빌딩 지하1층
(지번) 신사동 600
"|02-518-7727|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
310|310|경성팔일삼 본점|한식|13000|생돼지 김치 두루치기 2인 정식(2인분)|생돼지 김치찌개 1인정식|찐찐 차돌 된장찌개 1인정식|차돌치즈 볶음밥+묵사발+김셋트 1인정식|"
서울 강남구 도산대로11길 5 1층
(지번) 신사동 514-9
"|0507-1371-0813|11:00 - 24:00|단체석, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
311|311|계식당|닭요리|13500|숯불 닭 목살|마약치즈 퐁듀|숯불 닭 구이(허벅지살)|숯불 닭 안창살(토리하라미)|"
서울 강남구 언주로170길 37
(지번) 신사동 642-8
"|0507-1407-3734|15:00 - 24:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 국민지원금
312|312|고디바 가로수길플래그쉽|초콜릿전문점|15525|고디바 더블 초콜릿 아이스크림|고디바 초콜릿 레이어 케이크|고디바 아이스 초콜릿|고디바 소프트 아이스 초콜릿|"
서울 강남구 가로수길 46 1,2층
(지번) 신사동 545-6
"|02-517-3979|11:00 - 22:00|단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
313|313|고향역|포장마차|20250|오돌뼈주먹밥|닭똥집|돼지껍데기|해물파전|"
서울 강남구 강남대로152길 34
(지번) 신사동 514-8
"|02-543-4692|17:00 - 07:00|무선 인터넷, 남/녀 화장실 구분
314|314|교대이층집 신사점|육류,고기요리|14500|통삼겹(국내산, 160g)|꽃삼겹(국내산, 150g)|통목살(국내산, 160g)|항정살(국내산, 150g)|"
서울 강남구 강남대로152길 17 1, 2층
(지번) 신사동 512-16
"|02-512-4201|11:30 - 24:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분, 지역화폐(카드형), 제로페이, 국민지원금
315|315|교텐|일식당|16500|우니(성게알)|멘치가츠|사시미|튀김|"
서울 강남구 강남대로160길 23 1층
(지번) 신사동 521-3
"|02-511-5232|17:00 - 24:00|무선 인터넷
316|316|구스테이크528|스테이크,립|44000|포터하우스 /100g당|티본 /100g당|본인립아이 / 100g당|본인스트립/ 100g당|"
서울 강남구 압구정로 108
(지번) 신사동 528-3
"|02-511-0917|12:00 - 22:00|발렛파킹, 포장, 예약, 무선 인터넷
317|317|구전동화|육류,고기요리|115000|한우오마카세 (디너)|한우오마카세 (런치)|none|none|"
서울 강남구 압구정로46길 26 2층
(지번) 신사동 643-26
"|02-512-0991|12:00 - 21:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
318|318|군자대한곱창 신사점|곱창,막창,양|40075|싱글 SET(모둠구이(1인)+깍두기볶음밥)|커플 SET(곱창+염통+뚝배기전골+깍두기볶음밥)|모둠곱창(중(中))|모둠곱창(대(大))|"
서울 강남구 강남대로152길 33
(지번) 신사동 515-10
"|02-545-7626|12:00 - 02:00|국민지원금
319|319|그레이그리스트밀|카페|5000|에티오피아|웨이크업|피자두워터|브루잉넛라떼|"
서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호
(지번) 신사동 522
"|02-546-8902|11:00 - 21:00|무선 인터넷, 남/녀 화장실 구분
320|320|근식당|돼지고기구이|26750|무항생제 삼겹살(150g)|한우1++채끝등심(150g)|한우숙성차돌박이(150g)|통목살(200g)|"
서울 강남구 압구정로28길 22-6 1층
(지번) 신사동 577-8
"|02-546-7992|17:00 - 22:00|단체석, 주차, 발렛파킹, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
321|321|금산제면소 압구정점|국수|12000|탄탄면|none|none|none|"
서울 강남구 압구정로46길 5-6 101호
(지번) 신사동 660-17
"|02-518-5257|11:00 - 20:00|매장 내 식사
322|322|금성스테이크부대찌개|스테이크,립|17000|쏘세지전골(부대찌개)|반 모듬구이|베이컨구이|쏘세지구이|"
서울 강남구 언주로174길 26 1층 2호
(지번) 신사동 640-1
"|02-547-4872|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 제로페이, 국민지원금
323|323|금수복국 압구정점|복어요리|50375|3층 코스요리|복국|복까스|복물회|"
서울 강남구 언주로 821 금수빌딩 2,3층
(지번) 신사동 627-13
"|02-542-5482|00:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
324|324|기세끼 신사점|이자카야|44000|사시미 모리아와세 대|매콤소스도미아게|규카츠 블랙|모찌리도후|"
서울 강남구 강남대로152길 42 홍인빌딩 지하 1층
(지번) 신사동 537-2
"|0507-1405-4577|17:00 - 05:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
325|325|길손|일식튀김,꼬치|28000|주먹밥|닭날개꼬치|모둠꼬치 소|대|"
서울 강남구 논현로175길 40
(지번) 신사동 574-8
"|02-546-1247|18:00 - 01:00|단체석, 국민지원금
326|326|김이순장춘|국밥|11250|제주별미몸국|성게국|보말국|고등어구이|"
서울 강남구 압구정로2길 53 2층
(지번) 신사동 516
"|02-3442-0022|10:00 - 22:00|국민지원금
327|327|김작가의이중생활 신사가로수길점|요리주점|18650|((매출1위)) 낙곱새(2~3인 이상)|로제파스타닭갈비(가격인하행사)|((매출1~3위))닭볶이(가격인하행사)(2~3인)|쫀득탱글 스지탕(한우)(신메뉴)|"
서울 강남구 강남대로152길 21
(지번) 신사동 512-12
"|02-512-1230|17:00 - 05:00|단체석, 예약, 남/녀 화장실 구분
328|328|까사밀 레스토랑|이탈리아음식|22500|새우 루꼴라 샐러드|로메인 아시아 비프 피자|오리엔탈 토마토 스튜|쉬림프 로제 파스타|"
서울 강남구 도산대로1길 83 1층 까사밀레스토랑
(지번) 신사동 527-2
"|0507-1435-0146|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 장애인 편의시설
329|329|꼬끄더그릴|닭요리|15000|닭목살|닭허벅지살|닭안창살|닭연골살 (가슴연골살+무릎연골살)|"
서울 강남구 강남대로154길 10 금호빌딩 1층
(지번) 신사동 512
"|0507-1324-3838|11:30 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
330|330|꼬륵 신사본점|도시락,컵밥|18750|프리미엄도시락|주문형(프리미엄)도시락3|오늘의 도시락|15,000 도시락|"
서울 강남구 논현로151길 11 1층
(지번) 신사동 563-21
"|0507-1423-8024|12:00 - 19:00|포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 국민지원금
331|331|꽁티드툴레아|브런치|8500|커피|Latte|Affogato|아보카도토스트|"
서울 강남구 도산대로49길 39 1층
(지번) 신사동 646-21
"|0507-1325-8490|11:00 - 24:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반
332|332|끌림이탈리아|이탈리아음식|12575|스피나치 크림 라비올리|트러플 버섯크림 빠빠르델레|리코타 그래놀라 샐러드|끌림 플레인 샐러드|"
서울 강남구 논현로151길 17 건훈빌딩 1층
(지번) 신사동 563-18
"|02-518-1915|12:00 - 22:00|예약, 무선 인터넷, 남/녀 화장실 구분
333|333|나미나미|이자카야|32500|소고기 등심 데판야끼|전복 버터야끼|랍스타버터야끼|히로시마 오꼬노미야끼|"
서울 강남구 압구정로48길 38 1층
(지번) 신사동 642-28
"|070-8955-4838|17:10 - 02:00|단체석, 발렛파킹, 예약, 국민지원금
334|334|네기스키야키|일식당|73500|점심 식사메뉴|점심,저녁 스키야키 단품|저녁 스키야키 코스||"
서울 강남구 논현로 854 지하 1층 B110, 111호
(지번) 신사동 603
"|02-543-1060|11:30 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
335|335|노아베이커리 압구정본점|베이커리|39500|과일 생크림 2호|얼그레이 쉬폰케이크 1호|레인보우케이크|산딸기요거트쉬폰(1호)|"
서울 강남구 압구정로30길 9 노아빌딩 4층
(지번) 신사동 612
"|02-546-7588|08:00 - 21:00|주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
336|336|노이에아트멍|카페,디저트|8025|커피|카페 노아 아메리카노|그린스무디|베니스 샐러드|"
서울 강남구 도산대로23길 19
(지번) 신사동 559-9
"|070-8834-5444|10:30 - 22:00|국민지원금
337|337|논탄토|카페|5875|체즈베|골든 크림 라테|온두라스|이디오피아|"
서울 강남구 도산대로17길 35
(지번) 신사동 544-23
"|02-542-0206|11:00 - 22:00|단체석, 주차, 발렛파킹, 무선 인터넷, 국민지원금
338|338|다이닝마|중식당|370000|샥스핀탕 M|불도장|옌바오츠코스|국내산 통해삼 요리|"
서울 강남구 언주로152길 8 유일빌딩 2층
(지번) 신사동 630-12
"|02-518-7400|11:30 - 21:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
